"id","year","title","editor","url","tags","cover","isbn","numberOfPages","description","pdf","worldcat","publisher","exhibition"
"17395","2010","Les Promesses du passé: une histoire discontinue de l’art dans l’ex-Europe de l’Est","Christine Macel and Nataša Petrešin-Bachelez","https://monoskop.org/log/?p=17395","art, art history, contemporary art, east-central europe, eastern europe","https://monoskop.org/images/5/5f/Les_Promesses_du_passe_2010.jpg","9782844264411","255","Twenty years after the fall of the Berlin Wall, _Les Promesses du passé_ \[Promises of the Past\] questions the former opposition between Eastern and Western Europe by reinterpreting the history of the communist block countries. To draw this discontinuous history of art in Former East, this transnational and transgenerational project features works by more than fifty artists from Central and Eastern Europe but also from other European Countries (to name a few: Marina Abramovic, Yael Bartana, Tacita Dean, Liam Gillick, Sanja Ivekovic, Július Koller, Jiri Kovanda, David Maljkovic, Marjetica Potrc and Monika Sosnowska).\n\nGathering together newly commissioned essays, art documentation, artists’ pages, unpublished documents and an anthology of historical texts by authors such as Slavoj Zizek, the late Igor Zabel and Svetlana Boym, this volume is an invaluable survey of the Eastern European art scene of the last decades—a scene which is gradually shifting from the periphery to the centre of current art-historical debates.","https://monoskop.org/images/0/0f/Les_Promesses_du_passe_2010.pdf","http://worldcat.org/oclc/695892869","Centre Pompidou, Paris, 2010","https://www.centrepompidou.fr/cpv/resource/cXbbR5g/r6bGga4"
"17388","1970","Stano Filko: II., 1965–69. Tvorba. Works-Creations. Werk-Schaffung. Ouvrages","","https://monoskop.org/log/?p=17388","art, conceptual art, environment, happening, installation art, neo-avant-garde","https://monoskop.org/images/2/26/Filko_Stano_II_1965-69_Tvorba_Works-Creations_Werk-Schaffung_Ouvrages.jpg","","","","https://monoskop.org/images/4/41/Filko_Stano_II_1965-69_Tvorba_Works-Creations_Werk-Schaffung_Ouvrages.pdf","http://worldcat.org/oclc/877547087","A-Press, Bratislava, [1970]",""
"17368","1989","Magiciens de la Terre","","https://monoskop.org/log/?p=17368","africa, art, art history, asia, caribbean, colonialism, contemporary art, diaspora, eastern europe, ethnocentrism, globalisation, latin america, middle east, multiculturalism, postcolonialism, south america","https://monoskop.org/images/a/a2/Magiciens_de_la_Terre_1989.jpg","","271","An exhibition loved and hated in equal measure, Martin curated the show to address the fact that there were, as he put it, “one hundred percent of exhibitions ignoring 80 percent of the earth.” He attempted to engage critically with certain aspects of neo-colonial mentality in the West, particularly a resurgent interest in ‘primitivism,’ which Martin felt aestheticized exotic cultures without destablilizing western definitions of fine art, modernism, or identity. The exhibition included works by 100 artists (50 from the so called ‘West’ and 50 from the ‘margins’), attempting to show all on equal footing. The success of this attempt is still disputed and discussed in terms of the exhibition history of the past twenty-odd years, but it remains undeniable that the exhibition enacted an important break with some of the conventions of exhibition-making and strictly defined notions of modernism. Exhibited artists included Marina Abramovic, John Baldessari, Mike Chukwukelu, Braco Dimitrijevic, Yongping Huang, Boujemaa Lakhdar, Richard Long, Sigmar Polke, Jangarh Singh Shyam, Ulay, Jeff Wall, Jimmy Wululu, etc.","https://monoskop.org/images/4/4e/Magiciens_de_la_Terre_1989.pdf","http://worldcat.org/oclc/21032535","Editions du Centre Pompidou, Paris, 1989",""
"17342","2012","ISEA2012 Albuquerque: Machine Wilderness","","https://monoskop.org/log/?p=17342","art, art and science, ecology, electronic art, environment, media art, technology","https://monoskop.org/images/7/74/ISEA2012_Albuquerque_Machine_Wilderness.jpg","9781934435571","171","Re-envisioning Art, Technology and Nature","https://monoskop.org/images/1/11/ISEA2012_Albuquerque_Machine_Wilderness.pdf","http://worldcat.org/oclc/882581469","Radius Books, with 516 Arts, Albuquerque Museum of Art, University of New Mexico, and Fund at the Albuquerque Community Foundation, Santa Fe, NM, 2012",""
"17329","2015","Mladen Stilinović: 1+2 ≡","","https://monoskop.org/log/?p=17329","art, avant-garde, conceptual art, neo-avant-garde","https://monoskop.org/images/8/8f/Stilinovic_Mladen_1%2B2.jpg","","95","His work comprises exercises that are frequently tautological, with citations that range from the aesthetic of the street to that of the Russian avant-garde, but always based on a dual axis that combines the formal simplicity with the deconstructive power of the absurd. The practice of this Croatian artist is governed by a specific question: ‘how to manipulate that which manipulates you’. Though he is considered a conceptual artist, the work of Stilinović is never cold nor rational, but moves in a register of humor and irony whose simple gestures appeal to the emotions and produce experiences that insist on personal responsibility. All his artistic strategies, starting with his auctioning off the color red, exchanging the definition of all the words in the dictionary for the word pain, or selling self-censorship, are connected—in the artist’s own words—with respecting the anarchy in himself and proposes the absurd as an antidote to ideology—whichever ideology is waiting for us around the next corner.","https://monoskop.org/images/d/dd/Stilinovic_Mladen_1%2B2.pdf","http://worldcat.org/oclc/933436256","Museo Universitario Arte Contemporáneo (MUAC), Universidad Nacional Autónoma de México (UNAM), Mexico City, 2015",""
"17320","2014","Hito Steyerl: Circulacionismo. Circulationism","","https://monoskop.org/log/?p=17320","art, capitalism, contemporary art, documentary, image, internet, politics, video","https://monoskop.org/images/b/b0/Steyerl_Hito_Circulacionismo_Circulationism.jpg","","71","Using video installations and reflection in essays, Hito Steyerl presents a critical apparatus for analyzing the way in which the images produced by television, cinema and contemporary art are inscribed in a visual and economic regime. These are produced, circulated, distributed and consumed in a framework of audiovisual capitalism and form part of different institutional mechanisms of the art world, including the museum. From this perspective, the images are converted into a vehicle of social relations with an ambivalent status insofar as they are both commodity and means of political statement. A second problem raised by the artist is the truth condition of images. Her work repeatedly makes use of appropriated or poor-quality images, together with documentary-type elements, with the aim of questioning the relationship between documentary, reality and representation.”\n\nThis book contains Steyerl’s essays “Too much world: Is the Internet dead?” and “Theodore W. Adorno. Timeline”, and the essay “Weather for _Liquidity_","https://monoskop.org/images/c/c6/Steyerl_Hito_Circulacionismo_Circulationism.pdf","http://worldcat.org/oclc/903226714","Museo Universitario Arte Contemporáneo (MUAC), Universidad Nacional Autónoma de México (UNAM), Mexico City, 2014",""
"17317","2008","Jorge Ribalta: Universal Archive: The Condition of the Document and the Modern Photographic Utopia","","https://monoskop.org/log/?p=17317","archive, barcelona, city, documentary photography, history of photography, photography","https://monoskop.org/images/7/79/Ribalta_Jorge_Universal_Archive_The_Condition_of_the_Document_and_the_Modern_Photographic_Utopia.jpg","9788489771703","99","This guide has been published on the occasion of the exhibition _Universal Archive. The Condition of the Document and the Modern Photographic Utopia_ (2008-09) that analyses the idea of a document in the history of photography on the basis of the study and staging of a number of debates about the genre during the 20th century. With the aim of assessing various hypotheses about the meanings and mechanisms of the documentary, it traces a historical itinerary that gets under way with the beginning of the hegemony of photography in the illustrated press in the first third of the 20th century, before arriving at the purported crisis of photographic realism in the digital era at the end of the century. For all that, the exhibition is not a history of the genre, nor does it exhaust its possible definitions, but instead attempts to study how the photographic document has been constituted — in a consistently ambivalent and polemical way — in certain historical contexts.","","http://worldcat.org/oclc/401167190","Museu d’Art Contemporani de Barcelona (MACBA), Barcelona, 2008",""
"17222","1985","Ulay & Marina Abramović: Modus Vivendi","","https://monoskop.org/log/?p=17222","art, performance art","https://monoskop.org/images/6/6d/Ulay_Abramovic_Marina_Modus_Vivendi_1985.jpg","","95","Between 1980 and 1985, the performance artists Marina Abramović and Ulay collaborated on a series of works in which art, life, aesthetics and ethics combined to create a unified whole. Their performances explored the way the body and mind reacts to extreme situations.\n\nThis exhibition was the first to present a wide selection of works by the two artists, from the very start of their partnership. A part of this selection comprised photographs documenting the artists’ journeys through Australia, the US and Asia, where they staged a number of performances with the involvement of the local indigenous peoples. Among these are _Conjunction_ and _Positive Zero_ (both 1983), which examine the relationship between western society and the rituals performed by other cultures. From 1984 to 1985 the two artists produced _Modus Vivendi_, a series of works shot on Polaroid in which they acted out male and female archetypes.\n\nOne of their most important performance pieces is _Nightsea Crossing_ (1982): the artists faced each other for seven consecutive hours and engaged in a psychological battle in which their aggression and competitiveness was sublimated to the point of passivity. Many of the duo’s performances investigate the notion of the symbiotic relationship and the overcoming of one’s own subjectivity, in a situation of balance/imbalance between two opposing forces.","https://monoskop.org/images/d/de/Ulay_Abramovic_Marina_Modus_Vivendi_1985.pdf","http://worldcat.org/oclc/612635558","Van Abbemuseum, Eindhoven, 1985",""
"17216","1981","John Baldessari: Works, 1966-1981","Jan Debbaut","https://monoskop.org/log/?p=17216","art, conceptual art","https://monoskop.org/images/a/ae/Baldessari_John_Works_1966-1981.jpg","","72","","https://monoskop.org/images/8/8a/Baldessari_John_Works_1966-1981.pdf","http://worldcat.org/oclc/921285291","Van Abbemuseum, Eindhoven, and Museum Folkwang, Essen, 1981",""
"17146","2016","Stano Filko: Poetry on Space – Cosmos","Lucia Gregorová Stach and Aurel Hrabušický","https://monoskop.org/log/?p=17146","art, cosmology, neo-avant-garde, space, time","https://monoskop.org/images/e/e0/Filko_Stano_Poetry_on_Space_Cosmos_2016.jpg","9788080591977","97","","https://monoskop.org/images/4/44/Filko_Stano_Poetry_on_Space_Cosmos_2016.pdf","","Slovak National Gallery, Bratislava, 2016","http://www.sng.sk/en/exhibitions/729_stano-filko-poetry-on-space-cosmos"
"17127","2015","Saltwater: A Theory of Thought Forms","Süreyyya Evren","https://monoskop.org/log/?p=17127","art, city, contemporary art, form, istanbul, science, theory","https://monoskop.org/images/b/b8/Saltwater_A_Theory_of_Thought_Forms_2015.jpg","9786055275259","540","_Saltwater: A Theory of Thought Forms_ hovers around a material – salt water – and the contrasting image-forms of knots and waves. It looks for where to draw the line, to withdraw, to draw upon, and to draw out. It does so offshore, on the flat surfaces with our fingertips, but also in the depths, underwater, before the enfolded encoding unfolds.\n\nThis city-wide exhibition on the Bosphorus considers different frequencies and patterns of waves, the currents and densities of water both visible and invisible that poetically and politically shape and transform the world. With and through art, we mourn, commemorate, denounce, try to heal, and we commit ourselves to the possibility of joy and vitality, of many communities that have co-inhabited these spaces, leaping from form to flourishing life.","http://cdn.iksv.org/media/content/files/14B_Catalogue.pdf","http://worldcat.org/oclc/933300635","Istanbul Foundation for Culture and Arts and Yapı Kredi Publications, Istanbul, 2015",""
"17041","1983","Museums by Artists","A.A. Bronson, Peggy Gale","https://monoskop.org/log/?p=17041","art, art history, institutional critique, museum","https://monoskop.org/images/2/2a/Bronson_AA_Gale_Peggy_eds_Museums_by_Artists.jpg","","287","An anthology of texts and works exploring the relationship of the artist to the museum, from Marcel Duchamp’s seminal _Boite-en-Valise_ and Claes Oldenburg’s _Mouse Museum_ to the critical work of Hans Haacke and Daniel Buren. Harald Szeemann’s proposal for the ‘Museum of Obsessions’ at a future Documenta is here reproduced in English for the first time.","https://monoskop.org/images/b/bf/Bronson_AA_Gale_Peggy_eds_Museums_by_Artists.pdf","http://worldcat.org/oclc/10025742","Art Metropole, Toronto, 1983",""
"17021","1975","Art & Language, 1966-1975","","https://monoskop.org/log/?p=17021","art, conceptual art, theory","https://monoskop.org/images/0/0d/Art_and_Language_1966-1975.jpg","","51","","https://monoskop.org/images/d/d1/Art_and_Language_1966-1975.pdf","http://worldcat.org/oclc/45740810","Museum of Modern Art, Oxford, UK, 1975",""
"16764","1954","Yves Klein: Yves Peintures","","https://monoskop.org/log/?p=16764","art","https://monoskop.org/images/5/51/Yves_Peintures_1954.jpg","","","commercially printed papers","https://monoskop.org/images/2/2c/Yves_Peintures_1954.pdf","","",""
"16664","2006","Venetia Porter: Word Into Art: Artists of the Modern Middle East","","https://monoskop.org/log/?p=16664","africa, art, art history, calligraphy, ceramics, contemporary art, hurufiyya, islam, language, literature, middle east, painting","https://monoskop.org/images/c/c6/Porter_Venetia_Word_Into_Art_Artists_of_the_Modern_Middle_East.jpg","","144","the most comprehensive gatherings of Middle Eastern artists that has been undertaken in recent times.” Based on an exhibition mounted by the British Museum, it is “devoted to the recurring theme of calligraphy and how artists from the Middle East and North Africa use the traditional visual vocabulary of Arabic letters as a point of departure and an integral expressive element. The works, which were drawn mostly from the British Museum’s own collection of contemporary Islamic art, demonstrate how each artist celebrates the aesthetic powers and plasticity of the letters, while simultaneously pushing the boundaries, even sometimes subverting traditional canons. The artists manipulate letters, often transforming them beyond recognition, using ingenious and innovative methods, materials, styles, and daring compositions. Some use letters for purely aesthetic reasons, while others use them more instrumentally as writing, signs, or ciphers that allow the artists to grapple with issues of socio-political orientation and cultural and religious identity. For some artists this resonates with the sacred tradition of Islam and the Qur’an, while for others it is an undeniable part of their cultural heritage and a natural vehicle for expression.","https://monoskop.org/images/6/64/Porter_Venetia_Word_Into_Art_Artists_of_the_Modern_Middle_East.pdf","http://worldcat.org/oclc/70144825","British Museum Press, London, 2006","http://www.britishmuseum.org/whats_on/past_exhibitions/2006/archive_word_into_art.aspx"
"16651","1922","Erste russische Kunstausstellung, Berlin","","https://monoskop.org/log/?p=16651","art, avant-garde, berlin, russia","https://monoskop.org/images/8/83/Erste_russische_Kunstausstellung_Berlin_1922.jpg","","","Russia’s starving","https://monoskop.org/images/b/bb/Erste_russische_Kunstausstellung_Berlin_1922.pdf","","Internationale Arbeiterhilfe, Berlin, 1922",""
"16569","1991","Degenerate Art: The Fate of the Avant-Garde in Nazi Germany","Stephanie Barron","https://monoskop.org/log/?p=16569","art, art history, avant-garde, cubism, dada, expressionism, fauvism, germany, impressionism, nazism, neue sachlichkeit, surrealism","http://ia902606.us.archive.org/BookReader/BookReaderImages.php?zip=/17/items/degenerateartfa00barr/degenerateartfa00barr_jp2.zip&file=degenerateartfa00barr_jp2/degenerateartfa00barr_0001.jp2&scale=4&rotate=0","","424","On July 19, 1937, the _Entartete Kunst_ \[Degenerate Art\] exhibition opened in the Hofgarten arcades of Munich’s Residenz. It included 650 works of art confiscated from 32 German museums. For the National Socialists, the term “degenerate” applied to any type of art that was incompatible with their ideology or propaganda. Whole movements were labeled as such, including Expressionism, Impressionism, Dada, New Objectivity, Surrealism, Cubism, and Fauvism, among others. Many of Germany’s most talented and innovative artists suffered official defamation: for example, George Grosz, Ernst Ludwig Kirchner, Max Ernst, Karl Schmidt-Rottluff, Max Pechstein, Paul Klee, and Ernst Barlach. Avant-garde artists and museum directors who purchased or exhibited modern art had already been barred from professional activity as early as 1933. With this exhibition, the visual arts were forced into complete submission to censorship and National Socialist “coordination” \[Gleichschaltung\]. Initiated by Minster of Propaganda Joseph Goebbels and President of the Reich Chamber of the Visual Arts Adolf Ziegler (1892-1959), the exhibition travelled to twelve other cities from 1937 to 1941. In all, the show drew more than 3 million visitors. The exhibition sought to demonstrate the “degeneration” of artworks by placing them alongside drawings done by the mentally retarded and photographs of the physically handicapped. These comparisons aimed to highlight the “diseased,” “Jewish-Bolshevist,” and inferior character of these artworks and to warn of an impending “cultural decline.” As an exercise in contrast, the opposite – good, “healthy,” “German” art – could be seen in the “Great German Art Exhibition,” on view only a few meters away.","","http://worldcat.org/oclc/22734939","Los Angeles County Museum of Art, and H.N. Abrams, New York, 1991",""
"16463","2010","TV ARTS TV: The Television Shot by Artists","Valentina Valentini","https://monoskop.org/log/?p=16463","art, television, video, video art","https://monoskop.org/images/2/2e/TV_ARTS_TV_The_Television_Shot_by_Artists.jpg","","160","_TV Arts TV_ explores the relationship between art and television, from the 1960s to the present, and how artists from around the world have approached this powerful medium, how they have aspired to transform it, and how they have imagined other uses for it. The exhibition brings together pieces (single-channel videos and installations), experiences (direct accounts by the people involved) and reflections (documents, texts, projects) representing and explaining utopias and dystopias, the fascinating and aggressive sides to the mythical TV set.","https://monoskop.org/images/d/d7/TV_ARTS_TV_The_Television_Shot_by_Artists.pdf","http://worldcat.org/oclc/681707531","La Fábrica, Madrid, and Arts Santa Mònica, Barcelona, 2010","http://www.artssantamonica.net/EXP/EXPOSICIONS.aspx?any=2010#exposicio27"
"16431","1981","Dan Graham: Buildings and Signs","","https://monoskop.org/log/?p=16431","art, conceptual art, video","http://ecx.images-amazon.com/images/I/61J5E6wh03L.jpg","","56","This catalogue includes an essay on Graham’s work by Anne Rorimer, who has done extensive and influential writing on Conceptual Art. It also includes texts by Graham himself on a number of his installations and projects between 1976 and 1981.","http://www.renaissancesociety.org/media/files/BUILDINGS_AND_SIGNS.pdf","http://worldcat.org/oclc/220314646","The Renaissance Society, University of Chicago, 1981",""
"16420","1963","Destruktion af RSG-6: en kollektiv manifestation af Situationistisk Internationale","","https://monoskop.org/log/?p=16420","nuclear weapons, painting, situationists","https://monoskop.org/images/3/32/Destruktion_af_RSG-6_En_kollektiv_manifestation_af_Situationistisk_Internationale_1963.jpg","","26","The name of the exhibition is an homage to Spies for Peace’s Official Secret – RSG6 action, in which the anti-war activist group revealed that, in the event of a nuclear attack, the British government had conceived a plan to house key central government personnel in a secret bunker known as Regional Seat of Government number 6 (RSG-6). The intent was to insure continuity of law and order in the event of a nuclear holocaust. The information was published in the _Danger! Official Secret RSG-6_ pamphlet, of which 4,000 copies were produced, then mailed to key officials and distributed on the streets.\n\nThe catalogue includes photographic portraits of Guy Debord, Michele Bernstein, J.V Martin and Jan Strijbosch, as well as reproduction of original artwork by these members of the S.I. It also serves as the first edition of Guy Debord’s important text ‘Les Situationnistes ou les nouvelles formes d’action dans la politique ou l’art’, published in the original French as well as in Danish and English translations.\n\nFeatured pieces – all the result of some form of detournement – include Debord’s “Directives”, Bernstein’s “Victories”, and J.V. Martin’s “Thermonuclear maps” (paintings representing various regions of the globe during World War III), among others. All the artwork is shown in a gallery setting that invokes a post-nuclear world – one area, for instance, was a reconstruction of an oppressive nuclear bomb shelter.\n\nThis catalog is particularly scarce because most copies (and, in a rather ironic twist of the fate, the bulk of the artwork shown at EXI) were destroyed by a fire bomb on 18 March 1965.","https://monoskop.org/images/7/73/Destruktion_af_RSG-6_En_kollektiv_manifestation_af_Situationistisk_Internationale_1963.pdf","","Galerie Exi, Odense, [1963]",""
"16409","2011","nul = 0: The Dutch Nul Group in an International Context","Colin Huizing and Tijs Visser","https://monoskop.org/log/?p=16409","art, art history, avant-garde, environment, gutai, kinetic art, nouveau realisme, sculpture, zero","http://ecx.images-amazon.com/images/I/51fJcvBRuML.jpg","9789056628383","192","The legendary art collective Nul was founded in Amsterdam in 1961. Its members–Armando, Jan Henderikse, Henk Peeters, Jan Schoonhoven and (briefly) herman de vries–revolutionized Dutch art, allying themselves with the German Zero group, the French Nouveau Réalistes and the Japanese , as well as with artists such as Yves Klein and Lucio Fontana. Alongside these groups, Nul set the tone for the climate of the European avant-garde in the 1960s. The group collaborated on manifestos, happenings and publications, and individually produced serial, minimalist sculptures, installations and assemblages, which they exhibited collectively. _Nul = 0_ accompanies the Stedelijk Museum’s 2011 survey of the movement, offering extensive historical analysis through interviews, essays, archival photographs and an illustrated chronology. Featuring a die-cut cover (with two concentric zeroes), it constitutes a definitive overview of Nul’s activities, its kindred spirits and its legacy.","http://www.4321zero.com/uploads/2/4/0/7/24071735/nulinternational.pdf","http://worldcat.org/oclc/792988372","Stedelijk Museum, Schiedam, and NAi Publishers, Rotterdam, 2011","http://www.stedelijkmuseumschiedam.nl/en/exhibitions/archive/227-nul-0-nederlandse-avant-garde-in-een-internationale-context-1961-1967-2"
"16406","1982","The Neoist Network’s First European Training Camp","Kryptic Press [Peter Below], Würzburg, and Centre de recherche Neoiste [Istvan Kantor], Montreal, 1982","https://monoskop.org/log/?p=16406","neoism","https://monoskop.org/images/f/fe/The_Neoist_Networks_First_European_Training_Camp_1982.jpg","","","","https://monoskop.org/images/8/88/The_Neoist_Networks_First_European_Training_Camp_1982.pdf","","",""
"16402","2015","Vanja Malloy (ed.): Intersecting Colors: Josef Albers and His Contemporaries","","https://monoskop.org/log/?p=16402","art, art history, colour, theory","http://acpress.amherst.edu/books/intersectingcolors/wp-content/uploads/sites/11/2015/08/IntersectingColorsPBCover.jpg","","99","Josef Albers (1888–1976) was an artist, teacher, and seminal thinker on the perception of color. A member of the Bauhaus who fled to the U.S. in 1933, his ideas about how the mind understands color influenced generations of students, inspired countless artists, and anticipated the findings of neuroscience in the latter half of the twentieth century.\n\nWith contributions from the disciplines of art history, the intellectual and cultural significance of Gestalt psychology, and neuroscience, Intersecting Colors offers a timely reappraisal of the immense impact of Albers’s thinking, writing, teaching, and art on generations of students. It shows the formative influence on his work of non-scientific approaches to color (notably the work of Johann Wolfgang von Goethe) and the emergence of Gestalt psychology in the first decades of the twentieth century. The work also shows how much of Albers’s approach to color—dismissed in its day by a scientific approach to the study and taxonomy of color driven chiefly by industrial and commercial interests—ultimately anticipated what neuroscience now reveals about how we perceive this most fundamental element of our visual experience.","http://acpress.amherst.edu/assets/IntersectingColorsIA.pdf","http://worldcat.org/oclc/919171074","Amherst College Press, Amherst, MA, Sep 2015","http://www.amherst.edu/museums/mead/exhibitions/2015/intersecting-colors-josef-albers-and-his-contemporaries"
"16339","2009","Waste Not: Zhao Xiangyuan & Song Dong","Wu Hung","https://monoskop.org/log/?p=16339","art, china, contemporary art, waste","http://www.aaa.org.hk/mediaImage/CE2F75C-E286-4084-ABB8-82006EA51.jpg","9784904149027","188","_Waste Not_ is an exhibit by Chinese artist Song Dong that displays over 10,000 domestic objects formerly owned by his late mother, who refused to throw anything away if she could possibly reuse it. She had suffered poverty during China’s turmoils in the 1950s and 1960s and had acquired a habit of thrift and re-use that led her to store domestic objects of all kinds in her tiny house in Beijing. After the death of her husband in 2002, her desire to hoard items became an obsession that began to have an impact on her standard of living. Song and his sister managed to alleviate it by persuading her to let him use her possessions as an art installation, reflecting her life and the modern history of China as experienced by one family. First exhibited in Beijing in 2005, _Waste Not_ has since travelled around the world to major galleries in Canada, the United Kingdom and the United States, where it has been well received by critics.","http://lucian.uchicago.edu/blogs/wuhung/files/2012/12/Waste-Not.pdf","http://worldcat.org/oclc/695538201","Tokyo Gallery, Tokyo, and Beijing Tokyo Art Projects, Beijing, 2009",""
"16336","1999","Wu Hung: Transience: Chinese Experimental Art at the End of the Twentieth Century","","https://monoskop.org/log/?p=16336","1980s, 1990s, art, art history, china, contemporary art","http://images.amazon.com/images/P/0935573275.01.LZZZZZZZ.jpg","","214","In a novel approach to avant-garde Chinese art, the 1999 exhibition _Transience_ established a historical framework for current artistic production in China. Organized by the David and Alfred Smart Museum of Art at the University of Chicago, the show and its catalog highlighted the diverse responses of twenty-two artists to China’s recent history and current social transformation.\n\nWritten by Wu Hung, a leading authority and the curator of the exhibit, _Transience_ explores contemporary Chinese art through the themes of demystification, ruins, and transience, and represents an original perspective in the continuing discussion on Chinese experimental art.","http://lucian.uchicago.edu/blogs/wuhung/files/2012/12/TRANSIENCE_whole-book.pdf","http://worldcat.org/oclc/41271947","David and Alfred Smart Museum of Art, University of Chicago, 1999",""
"16331","1993","China’s New Art, Post-1989, with a Retrospective from 1979-1989","Valerie C. Doran","https://monoskop.org/log/?p=16331","1980s, 1990s, art, china, contemporary art, painting, sculpture","https://monoskop.org/images/8/87/Chinas_New_Art_Post-1989.jpg","","232","This is the catalogue for the seminal exhibition _China’s New Art Post-1989_, the first major collection of Chinese experimental art to be exhibited outside of the country. It was first held in Hong Kong in 1993 and subsequently travelled to Australia and the United States.\n\nThe present catalogue offers an in-depth study of the various artistic undercurrents and general cultural sensibilities for the creation of experimental art in China during the late 1980s and the early 1990s, through 17 essays from a number of noted critics and art historians. The artists are placed and studied under various categories, namely ‘Political Pop’ (pp 1-65), ‘Cynical Realism: Irreverence and Malaise’ (67-103), ‘The Wounded Romantic Spirit’ (105-141), ‘Emotional Bondage: Fetishism and Sado-Masochism’ (143-185), ‘Ritual and Purgation: Endgame Art’ (187-201), and ‘Introspection and Retreat into Formalism: New Abstract Art’ (203-233).\n\nAs Chang Tsongzung, one of the curators of the exhibition, writes, ‘The art of the Post-1989 period was significant as it characterised the spirit of the new decade, closing the chapter of the 1980s. It was important also for the fact that it presented to the world the first major coherent overview of China’s experimental art scene, and has maintained a continuing dialogue ever since.'","http://ebook.lib.hku.hk/HKG/B35838267.pdf","http://worldcat.org/oclc/311726534","Hanart T Z Gallery, Hong Kong, 1993",""
"16303","2015","Anders Kreuger (ed.): The Welfare State","","https://monoskop.org/log/?p=16303","art, labour, politics, welfare state","https://monoskop.org/images/a/a1/Kreuger_Anders_ed_The_Welfare_State.jpg","9789072828521","139","The welfare state is an abstract notion. But also very concrete. Political, but also bureaucratic. What does it have to do with art?\n\nThe welfare state operates with regulations, rights and obligations that apply to everyone in the same way, requiring individuals to identify themselves as members of society first and foremost. In this sense, the welfare state is the antithesis of art. Many artists support the welfare state in both theory and practice, and they are fascinated by rules as such, but they have little interest in following rules formulated by others than themselves..\n\nThe welfare state is an emancipatory political project, although it was first invented as a way of keeping class struggle and revolution at bay. It is hard to disassociate the European welfare state from the darker elements of recent history, such as militarism, colonialism and the degradation of the natural environment. Yet the welfare state, as a model for social cohesion and political stability, is now gaining ground in new parts of the world, notably in East Asia.\n\nThe exhibition _The Welfare State_ does not look back with nostalgia at the welfare state in its ‘classical’ form as a utopian blueprint for an egalitarian (and homogenous) society in postwar Western Europe. It does not invite artists to ‘illustrate’ political and social engagement. But it does ask some fundamental questions. What is the ‘imaginary’ of the welfare state? Does it have a ‘form’? Can it be ‘shown’?","https://monoskop.org/images/0/08/Kreuger_Anders_ed_The_Welfare_State_2015.pdf","","M HKA, Antwerp, 2015","http://muhka-welfarestate.org/"
"16296","2009","Unica Zürn: Dark Spring","","https://monoskop.org/log/?p=16296","art, surrealism","http://image.issuu.com/121219182030-f3b8494b15cf4270a69fd0183c79a629/jpg/page_1.jpg","9780942324396","93","_Unica Zürn: Dark Spring_ presents ink and watercolor works on paper by the late German artist and writer Unica Zürn, spanning from the early 1950s until her suicide in 1970. A noted poet and novelist, Zürn produced numerous expressionistic short stories that were published in German newspapers throughout the 1950s before moving to Paris with German Surrealist artist, Hans Bellmer, who would be her partner and collaborator until her death. Zürn began producing paintings and drawings related to her Surrealist-influenced literary work while living in Paris, becoming acquainted with many artists in the Surrealist circle, including André Breton, Max Ernst, Man Ray, and Marcel Duchamp. Part whimsical cartoons, part intricate portraits, Zürn’s chimerical fantasies make for drawings that are deeply revelatory yet playfully imaginative.","https://monoskop.org/images/3/3a/Zurn_Unica_Dark_Spring.pdf","","The Drawing Center, New York, 2009",""
"16292","2006","Eva Hesse: Circles and Grids","","https://monoskop.org/log/?p=16292","art, drawing","http://image.issuu.com/100825195127-f8215dd185a545529c363017820e2740/jpg/page_1.jpg","","16","","https://monoskop.org/images/c/c9/Hesse_Eva_Circles_and_Grids.pdf","","The Drawing Center, New York, 2006",""
"16268","1999","Another City for Another Life: Constant’s New Babylon","","https://monoskop.org/log/?p=16268","architecture, situationists","https://monoskop.org/images/9/94/Another_City_for_Another_Life_Constants_New_Babylon.jpg","","34","the first major U.S. presentation of the work of Constant and his New Babylon project. The exhibition was organized for The Drawing Center by Mark Wigley, based on the retrospective he curated for the Witte de With in Rotterdam in 1998. _Another City for Another Life_ focuses on Constant’s tremendous contribution to visionary architecture through the practice of drawing and offered an in-depth consideration of the artist’s futuristic project.","","","The Drawing Center, New York, 1999",""
